partsid,datalink,totalcfp,cfp,parents_partsid
P08079,postgresB,3.861,3.861,P02693
P08080,postgresB,4.754,4.754,P02693
P08081,postgresB,2.962,2.962,P02694
P08082,postgresC,3.365,3.365,P02694
P08083,postgresC,8.2,8.2,P02694
P08084,postgresC,5.488,5.488,P02695
P08085,postgresA,6.044,6.044,P02695
P08086,postgresB,9.288,9.288,P02695
P08087,postgresB,4.009,4.009,P02696
P08088,postgresA,9.901,9.901,P02696
P08089,postgresB,6.969,6.969,P02696
P08090,postgresA,9.731,9.731,P02697
P08091,postgresA,1.212,1.212,P02697
P08092,postgresA,5.562,5.562,P02697
P08093,postgresC,1.351,1.351,P02698
P08094,postgresC,9.48,9.48,P02698
P08095,postgresB,0.656,0.656,P02698
P08096,postgresA,8.632,8.632,P02699
P08097,postgresB,5.024,5.024,P02699
P08098,postgresB,7.535,7.535,P02699
P08099,postgresB,3.341,3.341,P02700
P08100,postgresA,1.318,1.318,P02700
P08101,postgresC,4.891,4.891,P02700
P08102,postgresA,2.41,2.41,P02701
P08103,postgresC,1.73,1.73,P02701
P08104,postgresA,0.966,0.966,P02701
P08105,postgresA,6.541,6.541,P02702
P08106,postgresB,9.816,9.816,P02702
P08107,postgresA,3.73,3.73,P02702
P08108,postgresA,0.226,0.226,P02703
P08109,postgresA,7.694,7.694,P02703
P08110,postgresA,6.465,6.465,P02703
P08111,postgresB,0.573,0.573,P02704
P08112,postgresA,4.865,4.865,P02704
P08113,postgresC,1.078,1.078,P02704
P08114,postgresB,1.608,1.608,P02705
P08115,postgresA,9.888,9.888,P02705
P08116,postgresB,5.618,5.618,P02705
P08117,postgresC,9.328,9.328,P02706
P08118,postgresC,7.371,7.371,P02706
P08119,postgresB,4.617,4.617,P02706
P08120,postgresA,8.964,8.964,P02707
P08121,postgresA,0.218,0.218,P02707
P08122,postgresC,6.86,6.86,P02707
P08123,postgresA,3.002,3.002,P02708
P08124,postgresC,1.694,1.694,P02708
P08125,postgresB,8.016,8.016,P02708
P08126,postgresC,6.512,6.512,P02709
P08127,postgresA,2.837,2.837,P02709
P08128,postgresC,6.363,6.363,P02709
P08129,postgresB,6.146,6.146,P02710
P08130,postgresC,7.581,7.581,P02710
P08131,postgresA,9.973,9.973,P02710
P08132,postgresB,3.572,3.572,P02711
P08133,postgresB,8.791,8.791,P02711
P08134,postgresB,4.516,4.516,P02711
P08135,postgresB,0.093,0.093,P02712
P08136,postgresB,6.224,6.224,P02712
P08137,postgresC,9.474,9.474,P02712
P08138,postgresC,8.428,8.428,P02713
P08139,postgresB,5.387,5.387,P02713
P08140,postgresB,5.609,5.609,P02713
P08141,postgresA,8.263,8.263,P02714
P08142,postgresB,2.388,2.388,P02714
P08143,postgresC,4.192,4.192,P02714
P08144,postgresC,5.324,5.324,P02715
P08145,postgresC,0.227,0.227,P02715
P08146,postgresC,3.543,3.543,P02715
P08147,postgresA,3.395,3.395,P02716
P08148,postgresB,3.186,3.186,P02716
P08149,postgresC,4.28,4.28,P02716
P08150,postgresB,0.959,0.959,P02717
P08151,postgresB,6.677,6.677,P02717
P08152,postgresB,4.972,4.972,P02717
P08153,postgresC,1.792,1.792,P02718
P08154,postgresA,3.249,3.249,P02718
P08155,postgresA,1.492,1.492,P02718
P08156,postgresB,1.181,1.181,P02719
P08157,postgresA,2.572,2.572,P02719
P08158,postgresB,9.755,9.755,P02719
P08159,postgresA,6.225,6.225,P02720
P08160,postgresB,5.082,5.082,P02720
P08161,postgresB,4.215,4.215,P02720
P08162,postgresA,7.737,7.737,P02721
P08163,postgresC,1.461,1.461,P02721
P08164,postgresA,9.058,9.058,P02721
P08165,postgresC,3.743,3.743,P02722
P08166,postgresB,3.594,3.594,P02722
P08167,postgresB,5.831,5.831,P02722
P08168,postgresB,3.247,3.247,P02723
P08169,postgresC,1.217,1.217,P02723
P08170,postgresA,1.732,1.732,P02723
P08171,postgresC,3.467,3.467,P02724
P08172,postgresC,1.488,1.488,P02724
P08173,postgresA,3.21,3.21,P02724
P08174,postgresB,7.212,7.212,P02725
P08175,postgresB,4.696,4.696,P02725
P08176,postgresB,5.132,5.132,P02725
P08177,postgresB,6.875,6.875,P02726
P08178,postgresC,4.819,4.819,P02726
P08179,postgresB,5.966,5.966,P02726
P08180,postgresA,8.712,8.712,P02727
P08181,postgresB,4.891,4.891,P02727
P08182,postgresA,8.856,8.856,P02727
P08183,postgresC,4.161,4.161,P02728
P08184,postgresC,1.134,1.134,P02728
P08185,postgresC,4.531,4.531,P02728
P08186,postgresA,0.352,0.352,P02729
P08187,postgresC,7.745,7.745,P02729
P08188,postgresA,5.042,5.042,P02729
P08189,postgresA,8.868,8.868,P02730
P08190,postgresA,9.194,9.194,P02730
P08191,postgresC,9.882,9.882,P02730
P08192,postgresC,3.876,3.876,P02731
P08193,postgresC,1.582,1.582,P02731
P08194,postgresA,2.215,2.215,P02731
P08195,postgresC,1.957,1.957,P02732
P08196,postgresC,1.976,1.976,P02732
P08197,postgresC,5.762,5.762,P02732
P08198,postgresA,0.328,0.328,P02733
P08199,postgresC,2.524,2.524,P02733
P08200,postgresC,8.171,8.171,P02733
P08201,postgresC,0.668,0.668,P02734
P08202,postgresB,0.972,0.972,P02734
P08203,postgresC,2.11,2.11,P02734
P08204,postgresC,1.891,1.891,P02735
P08205,postgresA,6.18,6.18,P02735
P08206,postgresB,6.176,6.176,P02735
P08207,postgresA,4.278,4.278,P02736
P08208,postgresC,6.902,6.902,P02736
P08209,postgresC,2.475,2.475,P02736
P08210,postgresA,5.02,5.02,P02737
P08211,postgresC,1.183,1.183,P02737
P08212,postgresC,0.912,0.912,P02737
P08213,postgresB,9.787,9.787,P02738
P08214,postgresC,4.481,4.481,P02738
P08215,postgresC,9.857,9.857,P02738
P08216,postgresB,4.209,4.209,P02739
P08217,postgresB,7.192,7.192,P02739
P08218,postgresC,7.794,7.794,P02739
P08219,postgresB,2.8,2.8,P02740
P08220,postgresC,2.83,2.83,P02740
P08221,postgresB,5.189,5.189,P02740
P08222,postgresA,1.703,1.703,P02741
P08223,postgresA,9.105,9.105,P02741
P08224,postgresB,8.038,8.038,P02741
P08225,postgresC,0.034,0.034,P02742
P08226,postgresB,4.362,4.362,P02742
P08227,postgresB,8.644,8.644,P02742
P08228,postgresA,4.571,4.571,P02743
P08229,postgresB,1.144,1.144,P02743
P08230,postgresC,0.354,0.354,P02743
P08231,postgresC,3.913,3.913,P02744
P08232,postgresB,0.497,0.497,P02744
P08233,postgresA,6.695,6.695,P02744
P08234,postgresA,4.578,4.578,P02745
P08235,postgresB,2.101,2.101,P02745
P08236,postgresC,3.868,3.868,P02745
P08237,postgresC,2.864,2.864,P02746
P08238,postgresC,4.409,4.409,P02746
P08239,postgresB,7.814,7.814,P02746
P08240,postgresB,7.219,7.219,P02747
P08241,postgresA,7.241,7.241,P02747
P08242,postgresA,2.372,2.372,P02747
P08243,postgresA,3.008,3.008,P02748
P08244,postgresA,8.312,8.312,P02748
P08245,postgresA,3.29,3.29,P02748
P08246,postgresB,8.851,8.851,P02749
P08247,postgresB,4.256,4.256,P02749
P08248,postgresB,8.948,8.948,P02749
P08249,postgresC,5.206,5.206,P02750
P08250,postgresC,7.368,7.368,P02750
P08251,postgresB,5.378,5.378,P02750
P08252,postgresB,7.701,7.701,P02751
P08253,postgresB,3.333,3.333,P02751
P08254,postgresA,5.698,5.698,P02751
P08255,postgresA,7.255,7.255,P02752
P08256,postgresA,3.923,3.923,P02752
P08257,postgresB,1.522,1.522,P02752
P08258,postgresA,5.385,5.385,P02753
P08259,postgresB,5.333,5.333,P02753
P08260,postgresB,1.842,1.842,P02753
P08261,postgresC,7.546,7.546,P02754
P08262,postgresB,2.544,2.544,P02754
P08263,postgresC,0.852,0.852,P02754
P08264,postgresB,1.323,1.323,P02755
P08265,postgresC,0.019,0.019,P02755
P08266,postgresC,2.892,2.892,P02755
P08267,postgresC,2.188,2.188,P02756
P08268,postgresA,8.113,8.113,P02756
P08269,postgresB,5.493,5.493,P02756
P08270,postgresC,9.722,9.722,P02757
P08271,postgresA,4.194,4.194,P02757
P08272,postgresC,8.746,8.746,P02757
P08273,postgresC,0.323,0.323,P02758
P08274,postgresA,3.38,3.38,P02758
P08275,postgresB,3.514,3.514,P02758
P08276,postgresC,0.991,0.991,P02759
P08277,postgresB,1.47,1.47,P02759
P08278,postgresB,0.389,0.389,P02759
P08279,postgresB,4.394,4.394,P02760
P08280,postgresA,2.843,2.843,P02760
P08281,postgresA,9.22,9.22,P02760
P08282,postgresB,7.262,7.262,P02761
P08283,postgresB,3.128,3.128,P02761
P08284,postgresC,3.814,3.814,P02761
P08285,postgresA,0.756,0.756,P02762
P08286,postgresB,0.341,0.341,P02762
P08287,postgresA,7.951,7.951,P02762
P08288,postgresB,6.02,6.02,P02763
P08289,postgresA,5.28,5.28,P02763
P08290,postgresC,9.274,9.274,P02763
P08291,postgresB,8.94,8.94,P02764
P08292,postgresB,7.744,7.744,P02764
P08293,postgresB,3.049,3.049,P02764
P08294,postgresB,3.339,3.339,P02765
P08295,postgresB,9.32,9.32,P02765
P08296,postgresA,0.691,0.691,P02765
P08297,postgresB,7.243,7.243,P02766
P08298,postgresC,6.563,6.563,P02766
P08299,postgresC,9.907,9.907,P02766
P08300,postgresB,3.852,3.852,P02767
P08301,postgresB,4.35,4.35,P02767
P08302,postgresC,3.535,3.535,P02767
P08303,postgresC,9.222,9.222,P02768
P08304,postgresC,1.691,1.691,P02768
P08305,postgresC,2.9,2.9,P02768
P08306,postgresB,9.087,9.087,P02769
P08307,postgresA,2.845,2.845,P02769
P08308,postgresC,6.147,6.147,P02769
P08309,postgresB,5.434,5.434,P02770
P08310,postgresB,9.981,9.981,P02770
P08311,postgresC,7.213,7.213,P02770
P08312,postgresB,1.737,1.737,P02771
P08313,postgresC,8.458,8.458,P02771
P08314,postgresA,7.789,7.789,P02771
P08315,postgresB,7.313,7.313,P02772
P08316,postgresC,9.658,9.658,P02772
P08317,postgresB,8.874,8.874,P02772
P08318,postgresB,9.772,9.772,P02773
P08319,postgresC,3.466,3.466,P02773
P08320,postgresC,3.927,3.927,P02773
P08321,postgresA,7.942,7.942,P02774
P08322,postgresA,5.472,5.472,P02774
P08323,postgresC,1.844,1.844,P02774
P08324,postgresC,1.365,1.365,P02775
P08325,postgresC,2.911,2.911,P02775
P08326,postgresC,5.516,5.516,P02775
P08327,postgresB,8.847,8.847,P02776
P08328,postgresA,8.065,8.065,P02776
P08329,postgresC,2.297,2.297,P02776
P08330,postgresB,2.792,2.792,P02777
P08331,postgresC,2.896,2.896,P02777
P08332,postgresC,8.997,8.997,P02777
P08333,postgresB,8.215,8.215,P02778
P08334,postgresB,6.991,6.991,P02778
P08335,postgresA,1.802,1.802,P02778
P08336,postgresC,1.869,1.869,P02779
P08337,postgresC,7.634,7.634,P02779
P08338,postgresC,3.096,3.096,P02779
P08339,postgresB,2.004,2.004,P02780
P08340,postgresB,9.715,9.715,P02780
P08341,postgresC,6.231,6.231,P02780
P08342,postgresB,2.379,2.379,P02781
P08343,postgresB,9.607,9.607,P02781
P08344,postgresC,3.148,3.148,P02781
P08345,postgresA,7.891,7.891,P02782
P08346,postgresA,4.988,4.988,P02782
P08347,postgresA,0.145,0.145,P02782
P08348,postgresA,2.146,2.146,P02783
P08349,postgresC,0.947,0.947,P02783
P08350,postgresC,7.977,7.977,P02783
P08351,postgresC,4.418,4.418,P02784
P08352,postgresA,9.841,9.841,P02784
P08353,postgresC,5.16,5.16,P02784
P08354,postgresB,5.05,5.05,P02785
P08355,postgresA,4.904,4.904,P02785
P08356,postgresB,3.135,3.135,P02785
P08357,postgresB,8.622,8.622,P02786
P08358,postgresA,4.329,4.329,P02786
P08359,postgresA,4.583,4.583,P02786
P08360,postgresC,2.614,2.614,P02787
P08361,postgresB,2.14,2.14,P02787
P08362,postgresC,1.034,1.034,P02787
P08363,postgresA,2.782,2.782,P02788
P08364,postgresB,0.512,0.512,P02788
P08365,postgresA,1.765,1.765,P02788
P08366,postgresA,8.396,8.396,P02789
P08367,postgresB,3.807,3.807,P02789
P08368,postgresC,5.671,5.671,P02789
P08369,postgresC,7.092,7.092,P02790
P08370,postgresC,1.055,1.055,P02790
P08371,postgresC,1.677,1.677,P02790
P08372,postgresC,6.765,6.765,P02791
P08373,postgresC,0.228,0.228,P02791
P08374,postgresB,8.875,8.875,P02791
P08375,postgresA,6.886,6.886,P02792
P08376,postgresA,2.151,2.151,P02792
P08377,postgresC,3.722,3.722,P02792
P08378,postgresC,6.006,6.006,P02793
P08379,postgresA,8.746,8.746,P02793
P08380,postgresA,8.996,8.996,P02793
P08381,postgresC,2.068,2.068,P02794
P08382,postgresA,7.815,7.815,P02794
P08383,postgresC,2.82,2.82,P02794
P08384,postgresA,0.129,0.129,P02795
P08385,postgresC,5.244,5.244,P02795
P08386,postgresB,3.752,3.752,P02795
P08387,postgresC,5.614,5.614,P02796
P08388,postgresC,3.955,3.955,P02796
P08389,postgresA,9.392,9.392,P02796
P08390,postgresA,3.558,3.558,P02797
P08391,postgresA,4.931,4.931,P02797
P08392,postgresC,7.643,7.643,P02797
P08393,postgresC,3.052,3.052,P02798
P08394,postgresC,6.576,6.576,P02798
P08395,postgresA,8.327,8.327,P02798
P08396,postgresA,6.679,6.679,P02799
P08397,postgresC,5.302,5.302,P02799
P08398,postgresB,1.937,1.937,P02799
P08399,postgresB,4.166,4.166,P02800
P08400,postgresC,8.187,8.187,P02800
P08401,postgresA,8.765,8.765,P02800
P08402,postgresB,6.675,6.675,P02801
P08403,postgresC,0.539,0.539,P02801
P08404,postgresB,3.185,3.185,P02801
P08405,postgresC,3.251,3.251,P02802
P08406,postgresB,6.395,6.395,P02802
P08407,postgresC,7.94,7.94,P02802
P08408,postgresC,9.546,9.546,P02803
P08409,postgresB,2.677,2.677,P02803
P08410,postgresC,7.878,7.878,P02803
P08411,postgresA,9.297,9.297,P02804
P08412,postgresC,7.866,7.866,P02804
P08413,postgresB,4.902,4.902,P02804
P08414,postgresB,4.646,4.646,P02805
P08415,postgresA,5.656,5.656,P02805
P08416,postgresB,9.539,9.539,P02805
P08417,postgresA,2.582,2.582,P02806
P08418,postgresC,3.531,3.531,P02806
P08419,postgresC,0.297,0.297,P02806
P08420,postgresB,7.876,7.876,P02807
P08421,postgresC,4.385,4.385,P02807
P08422,postgresB,8.631,8.631,P02807
P08423,postgresA,0.313,0.313,P02808
P08424,postgresA,2.512,2.512,P02808
P08425,postgresC,3.115,3.115,P02808
P08426,postgresB,7.614,7.614,P02809
P08427,postgresA,0.094,0.094,P02809
P08428,postgresB,7.82,7.82,P02809
P08429,postgresC,1.604,1.604,P02810
P08430,postgresB,1.749,1.749,P02810
P08431,postgresC,6.882,6.882,P02810
P08432,postgresB,3.966,3.966,P02811
P08433,postgresC,7.449,7.449,P02811
P08434,postgresA,6.202,6.202,P02811
P08435,postgresB,4.585,4.585,P02812
P08436,postgresB,6.309,6.309,P02812
P08437,postgresC,7.706,7.706,P02812
P08438,postgresA,6.413,6.413,P02813
P08439,postgresB,8.205,8.205,P02813
P08440,postgresA,2.855,2.855,P02813
P08441,postgresC,2.728,2.728,P02814
P08442,postgresB,9.135,9.135,P02814
P08443,postgresA,4.542,4.542,P02814
P08444,postgresA,9.173,9.173,P02815
P08445,postgresB,1.549,1.549,P02815
P08446,postgresC,5.227,5.227,P02815
P08447,postgresC,4.07,4.07,P02816
P08448,postgresA,6.673,6.673,P02816
P08449,postgresA,7.506,7.506,P02816
P08450,postgresA,3.206,3.206,P02817
P08451,postgresC,6.686,6.686,P02817
P08452,postgresB,3.127,3.127,P02817
P08453,postgresB,3.45,3.45,P02818
P08454,postgresA,8.604,8.604,P02818
P08455,postgresC,8.846,8.846,P02818
P08456,postgresB,3.223,3.223,P02819
P08457,postgresC,8.494,8.494,P02819
P08458,postgresA,6.354,6.354,P02819
P08459,postgresA,8.951,8.951,P02820
P08460,postgresC,0.399,0.399,P02820
P08461,postgresC,5.928,5.928,P02820
P08462,postgresC,8.431,8.431,P02821
P08463,postgresB,3.8,3.8,P02821
P08464,postgresB,3.993,3.993,P02821
P08465,postgresC,2.802,2.802,P02822
P08466,postgresC,5.349,5.349,P02822
P08467,postgresC,4.523,4.523,P02822
P08468,postgresB,9.56,9.56,P02823
P08469,postgresC,1.803,1.803,P02823
P08470,postgresA,4.893,4.893,P02823
P08471,postgresA,5.166,5.166,P02824
P08472,postgresC,8.688,8.688,P02824
P08473,postgresB,7.85,7.85,P02824
P08474,postgresC,8.308,8.308,P02825
P08475,postgresA,6.894,6.894,P02825
P08476,postgresB,5.187,5.187,P02825
P08477,postgresB,5.342,5.342,P02826
P08478,postgresC,0.483,0.483,P02826
P08479,postgresC,5.977,5.977,P02826
P08480,postgresB,4.854,4.854,P02827
P08481,postgresA,6.33,6.33,P02827
P08482,postgresB,0.243,0.243,P02827
P08483,postgresB,4.651,4.651,P02828
P08484,postgresA,5.723,5.723,P02828
P08485,postgresA,8.945,8.945,P02828
P08486,postgresC,8.97,8.97,P02829
P08487,postgresB,6.798,6.798,P02829
P08488,postgresC,7.943,7.943,P02829
P08489,postgresC,7.638,7.638,P02830
P08490,postgresB,0.792,0.792,P02830
P08491,postgresB,5.662,5.662,P02830
P08492,postgresA,2.32,2.32,P02831
P08493,postgresA,4.263,4.263,P02831
P08494,postgresC,2.367,2.367,P02831
P08495,postgresC,1.671,1.671,P02832
P08496,postgresC,8.079,8.079,P02832
P08497,postgresB,0.702,0.702,P02832
P08498,postgresA,0.834,0.834,P02833
P08499,postgresC,9.269,9.269,P02833
P08500,postgresB,0.307,0.307,P02833
P08501,postgresB,1.796,1.796,P02834
P08502,postgresA,8.804,8.804,P02834
P08503,postgresA,5.226,5.226,P02834
P08504,postgresC,0.109,0.109,P02835
P08505,postgresC,8.779,8.779,P02835
P08506,postgresC,5.684,5.684,P02835
P08507,postgresA,0.092,0.092,P02836
P08508,postgresA,6.953,6.953,P02836
P08509,postgresA,8.057,8.057,P02836
P08510,postgresA,9.709,9.709,P02837
P08511,postgresB,1.206,1.206,P02837
P08512,postgresA,2.535,2.535,P02837
P08513,postgresB,3.328,3.328,P02838
P08514,postgresA,7.014,7.014,P02838
P08515,postgresC,5.751,5.751,P02838
P08516,postgresB,5.114,5.114,P02839
P08517,postgresB,7.093,7.093,P02839
P08518,postgresC,7.547,7.547,P02839
P08519,postgresB,9.351,9.351,P02840
P08520,postgresC,9.205,9.205,P02840
P08521,postgresC,4.213,4.213,P02840
P08522,postgresC,7.282,7.282,P02841
P08523,postgresC,4.977,4.977,P02841
P08524,postgresA,4.113,4.113,P02841
P08525,postgresC,1.803,1.803,P02842
P08526,postgresC,5.98,5.98,P02842
P08527,postgresC,4.21,4.21,P02842
P08528,postgresB,7.825,7.825,P02843
P08529,postgresA,5.736,5.736,P02843
P08530,postgresC,8.7,8.7,P02843
P08531,postgresC,1.939,1.939,P02844
P08532,postgresC,1.693,1.693,P02844
P08533,postgresA,7.567,7.567,P02844
P08534,postgresB,4.537,4.537,P02845
P08535,postgresC,3.116,3.116,P02845
P08536,postgresB,6.91,6.91,P02845
P08537,postgresC,3.321,3.321,P02846
P08538,postgresA,4.37,4.37,P02846
P08539,postgresA,5.44,5.44,P02846
P08540,postgresB,6.368,6.368,P02847
P08541,postgresA,1.411,1.411,P02847
P08542,postgresA,2.325,2.325,P02847
P08543,postgresC,4.196,4.196,P02848
P08544,postgresB,7.934,7.934,P02848
P08545,postgresB,5.981,5.981,P02848
P08546,postgresC,3.566,3.566,P02849
P08547,postgresA,8.136,8.136,P02849
P08548,postgresC,8.835,8.835,P02849
P08549,postgresA,4.387,4.387,P02850
P08550,postgresC,0.055,0.055,P02850
P08551,postgresB,1.071,1.071,P02850
P08552,postgresB,4.149,4.149,P02851
P08553,postgresB,2.968,2.968,P02851
P08554,postgresB,3.712,3.712,P02851
P08555,postgresB,0.926,0.926,P02852
P08556,postgresA,6.388,6.388,P02852
P08557,postgresC,9.442,9.442,P02852
P08558,postgresB,2.917,2.917,P02853
P08559,postgresA,3.347,3.347,P02853
P08560,postgresB,6.261,6.261,P02853
P08561,postgresB,5.073,5.073,P02854
P08562,postgresA,4.64,4.64,P02854
P08563,postgresC,9.715,9.715,P02854
P08564,postgresC,7.088,7.088,P02855
P08565,postgresB,3.897,3.897,P02855
P08566,postgresB,6.199,6.199,P02855
P08567,postgresA,0.835,0.835,P02856
P08568,postgresA,5.345,5.345,P02856
P08569,postgresB,3.234,3.234,P02856
P08570,postgresC,0.413,0.413,P02857
P08571,postgresC,3.147,3.147,P02857
P08572,postgresC,4.773,4.773,P02857
P08573,postgresC,3.555,3.555,P02858
P08574,postgresC,8.392,8.392,P02858
P08575,postgresC,6.136,6.136,P02858
P08576,postgresB,8.879,8.879,P02859
P08577,postgresC,3.763,3.763,P02859
P08578,postgresB,4.826,4.826,P02859
P08579,postgresC,2.335,2.335,P02860
P08580,postgresB,7.45,7.45,P02860
P08581,postgresA,9.102,9.102,P02860
P08582,postgresC,3.471,3.471,P02861
P08583,postgresB,5.488,5.488,P02861
P08584,postgresC,4.896,4.896,P02861
P08585,postgresC,8.292,8.292,P02862
P08586,postgresA,1.203,1.203,P02862
P08587,postgresB,8.957,8.957,P02862
P08588,postgresA,7.69,7.69,P02863
P08589,postgresC,1.599,1.599,P02863
P08590,postgresB,3.551,3.551,P02863
P08591,postgresA,6.638,6.638,P02864
P08592,postgresB,8.414,8.414,P02864
P08593,postgresC,5.592,5.592,P02864
P08594,postgresC,7.98,7.98,P02865
P08595,postgresC,9.257,9.257,P02865
P08596,postgresB,9.029,9.029,P02865
P08597,postgresA,7.558,7.558,P02866
P08598,postgresA,0.704,0.704,P02866
P08599,postgresB,0.741,0.741,P02866
P08600,postgresC,6.556,6.556,P02867
P08601,postgresB,4.645,4.645,P02867
P08602,postgresB,1.147,1.147,P02867
P08603,postgresB,9.895,9.895,P02868
P08604,postgresC,3.706,3.706,P02868
P08605,postgresB,0.298,0.298,P02868
P08606,postgresA,4.634,4.634,P02869
P08607,postgresC,8.531,8.531,P02869
P08608,postgresA,9.746,9.746,P02869
P08609,postgresB,5.356,5.356,P02870
P08610,postgresA,6.178,6.178,P02870
P08611,postgresC,3.189,3.189,P02870
P08612,postgresA,7.416,7.416,P02871
P08613,postgresA,8.634,8.634,P02871
P08614,postgresA,1.906,1.906,P02871
P08615,postgresA,2.409,2.409,P02872
P08616,postgresA,9.732,9.732,P02872
P08617,postgresA,1.015,1.015,P02872
P08618,postgresB,5.673,5.673,P02873
P08619,postgresB,6.727,6.727,P02873
P08620,postgresC,2.436,2.436,P02873
P08621,postgresC,2.544,2.544,P02874
P08622,postgresC,4.331,4.331,P02874
P08623,postgresA,2.392,2.392,P02874
P08624,postgresC,4.448,4.448,P02875
P08625,postgresC,1.966,1.966,P02875
P08626,postgresB,5.917,5.917,P02875
P08627,postgresA,8.888,8.888,P02876
P08628,postgresA,9.975,9.975,P02876
P08629,postgresA,3.431,3.431,P02876
P08630,postgresC,2.253,2.253,P02877
P08631,postgresC,8.151,8.151,P02877
P08632,postgresC,4.115,4.115,P02877
P08633,postgresB,0.628,0.628,P02878
P08634,postgresA,0.744,0.744,P02878
P08635,postgresB,1.581,1.581,P02878
P08636,postgresC,4.465,4.465,P02879
